raw_pattern,count
G2315E D2219N E397K,1
390_391NE>KK,1
M21I E261E K275K R123R,1
G761E L188F,1
R276K H707Y,1
V2919V K5067N L4236L R5085* E737E P530S E2337K,1
P716S R355C,1
G225E F696F,1
N158K N158D,1
D355N P219S,1
E1356K F834F,1
S417L R1449Q F485F,1
D1357N I809I E638K I1988I,1
P386R R315S,1
A805A A373S,1
T1211T L1338L A1548S,1
G117V K322E,1
S321I D452Y,1
D2484E W925C,1
N50H V534V,1
D566H D611Y E694Q,1
K1329N E1472Q,1
L620I H426Y L709L L698V S451F P425S S367L,1
P357S P90F,1
N1106K F1103Y,1
R739K P676F,1
E717K P514S,1
F138F E80K,1
V1789V F567F,1
I530I E1204E,1
R1117R E2689K R4650*,1
K182K Q74*,1
G40S R1576*,1
S137S S137T,1
P622T A473T,1
T592I H1365R,1
Q666Q P613T,1
H262R R2C,1
G545D M570V,1
R4437W A4398T D4041D,1
P2359S G1924C,1
K33N T1107T Q1301R,1
R602H P367P,1
K3818T V2301V,1
R102C A489A,1
S466S H134N,1
L121M S181R G1091A,1
A5257T P634H,1
V193I H75D,1
A862V P295P,1
N483S S533F,1
P124L P268L,1
P2493P R2515C,1
E1777K I671I L2570L,1
V1229M Q606R,1
V1827L V1827L,1
W688C W688C,1
E1275K R985R,1
C20Y G10C,1
K1967T L1427R,1
F498I E501D,1
V2441G M485I,1
E1412E E421D G400R,1
D659N T820T,1
L621V K411T,1
L8V S494P,1
R1309R L300R,1
S170R F426L,1
T643P Q357R,1
L496R K575K,1
L99L G105C,1
L86S F85F,1
N297N D1249N R593C,1
142_143GL>GL,1
A100V H86Y,1
H712Y D857N,1
F1214F E1901K I8211I T441T,1
D1076N M732I,1
P266S L1376F,1
F836F P1890S,1
D33N F207F,1
L474L E649K,1
E5018K G3018E L4195L,1
S1324S T100I,1
R349R G174G,1
P32L E589K,1
L844F H647Y L2661L,1
E1088E E500K I1705I,1
S2773L V1136I,1
E468K R1184R,1
D1478N S912F,1
E292E P64L,1
S130S E328K G222E,1
S502F A722V,1
F425F Q204H,1
S2175F I1770N I2273I R4044Q,1
S826F E1479K,1
R727C R2021W,1
K1292K E1807K,1
P557S R560W G1203E,1
Y4668* A1998A R1386Q,1
D98Y P74P,1
D351N S716L,1
E287K R258L,1
59_60HY>QH,1
S870R Y904Y I2569L,1
1436_1437SI>RF,1
L536M S502*,1
R1694R C1261*,1
P1411P A1642V,1
P685L E1909K,1
T1421T Q1519Q,1
D2304N R1439Q,1
L77P S2*,1
F159Y T2243N,1
E1311D H1360H,1
R589C T743T,1
A196A L336P,1
T688I R355G,1
R185C R425W,1
V233I A598A,1
S770* Q568Q,1
P135H P121L,1
R489T E522Q,1
G178W R19C,1
G136G G136G,1
P290H P290H,1
V105M V105M,1
Q4644Q Q4644Q,1
L386F K379T D311H,1
P1268P A53V,1
R108H G359R,1
S230I D231Y,1
W531R E527*,1
R242L L99L,1
I395I S149F,1
R550* V765G,1
S2689C L2504V,1
G239G D228N,1
G1351E E1339K,1
C2739C R558T,1
S1420* S1443*,1
S84S Y455F,1
S305C L377L,1
Q542* R1450*,1
R1451R E871K,1
S184C S185S,1
P110S D109V,1
V600E P318F,1
S2264S G1774W,1
Q11P Q13P,1
H1034Q D1029D,1
L2206L R1149R,1
451_452EA>DS,1
R165R R165R,1
R291T R291T,1
T746T T746T,1
Q1309H Q1309H,1
A940T A940T,1
Q132Q R720*,1
Q1131* R1450*,1
A289T V774M,1
Q844* Q844*,1
R88Q D350G,1
R763W N764K,1
A794A Q1651K,1
D121H E111E,1
F242L R619C,1
L342F P493S,1
G4979E D2742N,1
V442I V442I,1
C527Y A169T,1
I97I I97I,1
E286* K132N,1
N819T Q822P T824A,1
E591E G183G,1
G1039V G1298E,1
T306K E304E,1
S507F G578E,1
E565E G558S,1
V31V V89V E194K,1
L161L R111H,1
R1494Q L23L,1
Q2112* I2087I,1
E248K R352R,1
E3194D S1789*,1
D422N E330K,1
S419* E125K,1
F896F L785L,1
E1046K S883L,1
Y610Y P759S,1
M259I V352M,1
L388L R218*,1
R1598R L786*,1
S387N L1477F,1
G114G R246R,1
P329S K224K,1
I339I I214I,1
E670K T370I,1
P1268L D155N,1
A286S L523M,1
216_217SR>R*,1
E332K R1414*,1
P40P G316V,1
Q196K D973N,1
R1697P M822I,1
E1969K P415P,1
A136G H137Q,1
A109E V452L,1
E452* D1866G,1
I200I R99R,1
R978C G169E,1
L10H A451V,1
S253L Q351Q,1
E128K N697N,1
G1912G V440V,1
P966S E1305K,1
H88Y E13K,1
K373K I442I,1
G551E Q886*,1
E1108K M238I,1
M183I P57S,1
P1346S F259F,1
E634K E983K,1
R420K R246W,1
T1001T G698E,1
K107K E191K,1
S133F R759Q,1
G1117E H389L,1
T2874T G548G G1550E,1
E404V K409R S547G,1
E1113K L311V,1
E293K R240H,1
110_111LL>LL,1
V529A E314K,1
L87L R244H,1
A2028V T1512T,1
G461V Q550P G1213C,1
A836D N232N,1
W438* D380N,1
P397S E825K,1
F354F F334F,1
A39A E3065E,1
R386Q E398K,1
P133L E343K,1
E520Q I488V,1
N2158T D410G,1
S397S G550S,1
P931P P514L,1
G1041R N318K A21T,1
Y499Y S143S,1
E1814* T525M,1
Y209C C885C,1
A491V P313S,1
I145M K73K,1
P1139T M1976I,1
L291L F275F,1
V426V G531E,1
L419L S1005S,1
Q301Q E313*,1
L626L G175E,1
D281Y D281Y,1
C909C C909C,1
P1285P E467*,1
T8414M S1134S,1
R1209R C1021Y,1
A366T P59P,1
V62A Q682Q,1
R552H A607T,1
E810K T171T,1
F392F N19N,1
R638* L130F,1
P429S A455A E1408K K1094K F42F R1329K R443Q E395K R88K S569S P429S A455A E1408K K1094K F42F R1329K R443Q E395K R88K S569S,1
M55I M55I,1
R322R G191E R322R G191E,1
R8R L353L I42I E115K R8R L353L I42I E115K,1
P328L P290L P328L P290L,1
L998L F591F L998L F591F,1
S325L G17R S325L G17R,1
H163Y H163Y,1
P423S P423S,1
R587C R587C,1
P16L P16L,1
R41Q H141Y V66V R41Q H141Y V66V,1
P575S P402F A18V P575S P402F A18V,1
V450V R407C T189T E264K G285R F79F V450V R407C T189T E264K G285R F79F,1
D375N D375N,1
T132T P52S R250K T132T P52S R250K,1
L288F L288F,1
S1544F E597K S1544F E597K,1
P567S P567S,1
E352K I398I L197L T324I F298F E352K I398I L197L T324I F298F,1
W329L W329L,1
A77A A77A,1
P1140S P1179P I1364I P1140S P1179P I1364I,1
I359I I359I,1
G143E P604S S1355F G143E P604S S1355F,1
R75Q R75Q,1
P46P P46P,1
S67S S67S,1
F58F F158F F58F F158F,1
P610L P610L,1
G8A E98E G8A E98E,1
E131E G230R G199S E131E G230R G199S,1
P414L P414L,1
T272T T272T,1
E118K G94E S151F G537R E118K G94E S151F G537R,1
T354T V494V T354T V494V,1
P245P P245P,1
F380F K363K E452E D284N A27A F245F E517E F380F K363K A269D E452E D284N A27A F245F E517E,1
V184V G131E L29L D353N V184V G131E L29L D353N,1
Q378Q G315S G181D E451K R311K S456F E339K Q378Q G315S G181D E451K R311K S456F E339K,1
D372N S136S D372N S136S,1
G102E G102E,1
G71E G71E,1
S630S S630S,1
A518A A518A,1
S113L V118V S113L V118V,1
S170L S4L S198F L5L S170L S4L S198F L5L,1
F260F F260F,1
Q322* Q322*,1
I245I I245I,1
Q312Q N404N E318K Q312Q N404N E318K,1
P127S P127S,1
P47S P301S P47S P301S,1
S283S S283S,1
M133I S582F H588Y L19L S624L M133I S582F H588Y L19L S624L,1
I89I I89I,1
P866L Q54* K689K R137R E366K P866L Q54* K689K R137R E366K,1
G343E G343E,1
Q225Q Q225Q,1
E301K G130G L183L R270R L296F G303R E301K G130G L183L R270R L296F G303R,1
L417F L417F,1
V189V G92E Q273* R270R M198I W78* G303R P182L V189V G92E Q273* R270R M198I W78* P182L,1
R248C E290K F296F F425F R248C E290K F296F F425F,1
D241E D241E,1
V252M P167L V252M P167L,1
P473F V232V E172E M372I A437A P473F V232V E172E M372I A437A,1
L315L H254Y L315L H254Y,1
L71L R261W P481L L71L R261W P481L,1
R373C R373C,1
I357I I357I,1
L91L F226F L91L F226F,1
G88S P383L G88S P383L,1
E330K K88K E330K K88K,1
S494S K173K Q70* K305N S494S K173K Q70* K305N,1
R53C P459L R53C P459L,1
E362K R488* F424F E1119K P930P L132F E362K R488* F424F E1119K P930P L132F,1
A380A A380A,1
F2694F P1779L E1024K W2585* E1205K S291F F2694F P1779L E1024K W2585* E1205K S291F,1
P314S P314S,1
G90R E222K E554K G90R E222K E554K,1
P457S P457S,1
A331D A331D,1
I198I I198I,1
T139T T139T,1
V602V G523E P578S G651R P433S V602V G523E P578S G651R P433S,1
F207F F207F,1
V306V A42V V306V A42V,1
A217V A217V,1
P260S P260S,1
E849K E849K,1
L462F P81L L462F P81L,1
F234F F234F,1
L883F P1166S P998L R354C Q566* L883F P1166S P998L R354C Q566*,1
A157V S181F A157V S181F,1
F178F P350L F178F P350L,1
P141S P141S,1
P153P P153P,1
T539T G47E G254E S62F E162K R783R T847I G254R G732R D183N T539T G47E G254E S62F E162K R783R T847I G254R G732R D183N,1
K399K K693K S932F T927T K399K K693K S932F T927T,1
L153F G147E H365Y L153F G147E H365Y,1
S222S S222S,1
A38A A38A,1
Q316Q Q316Q,1
H1635Y A144V R727C A440V S458F F4F H1635Y A144V R727C A440V S458F F4F,1
P284T S307L P284T S307L,1
P830S P269L P830S P269L,1
L196L L196L,1
S614L S614L,1
I406I I406I,1
P219P F48F P219P F48F,1
L263L A492V T469T L263L A492V T469T,1
G12E G12E,1
E925K E925K,1
R877R S795F L917L L513F T311T R877R S795F L917L L513F T311T,1
T908T R867C R885C G376R S897F A485V R955L T908T R867C R885C G376R S897F A485V R955L,1
S222F P212L S222F P212L,1
G318D R554Q Q154* R143K A25A S101S R259Q G318D R554Q Q154* R143K A25A S101S R259Q,1
S364F D303N R958C S1096S S1045S Q982* P934S G197G S364F D303N R958C S1096S S1045S Q982* P934S G197G,1
D214N D214N,1
G203R K223K S184L G203R K223K S184L,1
R285C R285C,1
E853K V370V E872E F294F A888T R632C P138S E829K F609F E853K V370V E872E F294F A888T R632C P138S E829K F609F,1
594_595ME>IK H556Y 594_595ME>IK H556Y,1
V134V V134V,1
G464R G344G L250L G464R G344G L250L,1
K6K K6K,1
E937K F360F V396I G851R E937K F360F V396I G851R,1
L445F G705R L445F G705R,1
A83A A83A,1
P599L G784E G398E P599L G784E G398E,1
E448K P1069L I274I E448K P1069L I274I,1
F976F G591K D246N D1519N E728K F266F M383I D174N F976F G591K D246N D1519N E728K F266F M383I D174N,1
S185S I1961I P1014S S185S I1961I P1014S,1
R755C R755C,1
R287Q R287Q,1
F628F R1473C P421L F628F R1473C P421L,1
P448P R667C R8* P448P R667C R8*,1
H604Y R875Q E785K *902* E254K G487E D572N E782K E538E G720G G543D H604Y R875Q E785K *902* E254K G487E D572N E782K E538E G720G G543D,1
S5090L S5817L S5090L S5817L,1
H354Y R140Q Q200* H354Y R140Q Q200*,1
S56S F62F G173E S56S F62F G173E,1
P161L R441* P161L R441*,1
G86E G86E,1
G34R G132R G34R G132R,1
P365S P947S P365S P947S,1
E387E E387E,1
M238I A615V M238I A615V,1
D373N D596N R570R D373N D596N R570R,1
S324S S324S,1
P661S P661S,1
L418L L418L,1
L435L E389K L435L E389K,1
R468C R468C,1
H424Y S645F H424Y S645F,1
C272C S338F C272C S338F,1
F499F T504T F499F T504T,1
H370Y H370Y,1
W378* A144A W378* A144A,1
S122N S122N,1
P491S G320R P210L P491S G320R P210L,1
P201S P201S,1
P187S P187S,1
V779V V779V,1
P277T F431F G65E F835F P277T F431F G65E F835F,1
E329E P671L E329E P671L,1
Q359* R648Q Q196Q P372P P802L Q359* R648Q Q196Q P372P P802L,1
D480D A694A D480D A694A,1
F720F R778C D566N E391K I372I F720F R778C D566N E391K I372I,1
G725R P562S F524F E527E G307G G725R P562S F524F E527E G307G,1
E495K G528R E674K E495K G528R E674K,1
N267N N267N,1
F392Y F392Y,1
R554W R554W,1
S336L S336L,1
S113F P231F G59G S113F P231F G59G,1
P1281S P1602S A104V P1281S P1602S A104V,1
P49L P49L,1
R640Q T324T G595G G582E P266S A602A P283P R640Q T324T G595G G582E P266S A602A P283P,1
L925L A1793T L925L A1793T,1
F26F F26F,1
P1443S P1443S,1
P276S 711_712FL>FL Q891* P276S 711_712FL>FL Q891*,1
L23F F250F L23F F250F,1
M238I G523G G372G M238I G523G G372G,1
E49K *271* E49K *271*,1
*1232* P359S E201E P981S *1232* P359S E201E P981S,1
E113K S237S G134D G55S E113K S237S G134D G55S,1
P54S P54S,1
L25L A909V A922V L25L A909V A922V,1
T325T T325T,1
S550S P1378S S809L S550S P1378S S809L,1
S1814L S747L P2145H A1917V P2369L S1814L S747L P2145H A1917V P2369L,1
F2239F P1431L P2056S L979F F2239F P1431L P2056S L979F,1
S405S S405S,1
P577S P577S,1
F87F F87F,1
P196P P196P,1
T9I F50F L10L T9I F50F L10L,1
T280T S436S T280T S436S,1
P535L P535L,1
R572C P345L R572C P345L,1
I341I I341I,1
F112F F112F,1
F247F F247F,1
P34L L266L P34L L266L,1
G109E G109E,1
F303F W195* H317Y F303F W195* H317Y,1
P204F P204F,1
A377V A377V,1
V289V V289V,1
A60A A60A,1
R85K R85K,1
S78S S78S,1
G1776S P1798L G1776S P1798L,1
L124F L124F,1
S159L S159L,1
P674L P674L,1
R396C R396C,1
T183I I141I P27L D140N T183I I141I P27L D140N,1
H67Y H67Y,1
L342L K191K L174L L225L D269D L342L K191K L174L L225L D269D,1
A232A A232A,1
F77V A103V F77V A103V,1
K70K K70K,1
R5K R5K,1
I57I I57I,1
G222R G222R,1
G75E G75E,1
G102E G54E G102E G54E,1
G114E H321Y G114E H321Y,1
R91Q R91Q,1
W125* E72K A132A W125* E72K A132A,1
K127K K127K,1
A312A P359S A312A P359S,1
V130V V130V,1
Q13Q G98E Q13Q G98E,1
L14F L153L A382T L14F L153L A382T,1
R504P R504P,1
T353T G28G T353T G28G,1
A239T A239T,1
E241K V752V G391E F188F E241K V752V G391E F188F,1
E403E E403E,1
R304C R304C,1
E747K G404G V487M E457K E747K G404G V487M E457K,1
G823R G106R P624S P563L P552S G526E D566N L650F P282P G823R G106R P624S P563L P552S G526E D566N L650F P282P,1
P172L G543S P172L G543S,1
P1007S S728S I1959I G521G P2470L P2869L E2325E P1897F P1520S P1007S S728S I1959I G521G P2470L P2869L E2325E P1897F P1520S,1
A2025A G777R R1464* R2776R S128N P1541L L246F G2320E R1984Q A2025A G777R R1464* R2776R S128N P1541L L246F G2320E R1984Q,1
P827L P161S P747F P827L P747F,1
M557I K128K M557I K128K,1
G1226E P409S G1701E G959G P1242S P1588L R1341K G521G V1162V G812E G542R G557E P244F P1381S S1041S P1431L G965E G1615G G539S G1226E P409S G1701E G959G P1242S P1588L R1341K G521G V1162V G812E G542R G557E P244F P1381S S1041S P1431L F1501F G965E G1615G G539S,1
E1492K G1086E G477E R1060Q E1492K G1086E G477E R1060Q,1
L1505L E677K I1587I G715E D531N A436A G898S E1352K F190F E1772K L1505L E677K I1587I G715E D531N A436A G898S E1352K F190F E1772K,1
F1655F P1042S T1384I P1505L P1412P G91S M1508I G460G G130E P1680S R1651C F1655F P1042S T1384I P1505L P1412P G91S M1508I G460G G130E P1680S R1651C,1
G207E P158L P928S G207E P158L P928S,1
G679S R708W R830Q P1091S P1082S E980K G709R G859S G679S R708W R830Q P1091S P1082S E980K G709R G859S,1
P829L P805L E684K E660K P964S G200G P829L P805L E684K E660K P964S G200G,1
P128P P128P,1
P418S A189T P70S P418S A189T P70S,1
P501P F505L P501P F505L,1
P2371L R1360* F1280F P2371L R1360* F1280F,1
H458Y H458Y,1
F296F P53P F296F P53P,1
S159F E80K K75K S71L S159F E80K K75K S71L,1
S163F D15D S163F D15D,1
G24R L146L S98F G24R L146L S98F,1
G247E P315L G247E P315L,1
R38R G186E T69T R38R G186E T69T,1
D72N V313V S123S P964S V96I G201E G511D D72N V313V S123S P964S V96I G201E G511D,1
R42C R380Q R42C R380Q,1
P2169L T1858T T1566T P11L P1775S R1842C P20L A2210V E1533E P2169L T1858T T1566T P11L P1775S R1842C P20L A2210V E1533E,1
S170L S170L,1
A110A P103L P449S A110A P103L P449S,1
I114I E329K I114I E329K,1
R118R R118R,1
I457I P466F I457I P466F,1
E359K M469I E352A E359K M469I E352A,1
A837A R9Q R145* K124K A837A R9Q R145* K124K,1
P909L P636L G1282E P455S P376L P909L P636L G1282E P455S P376L,1
S190F P702S A432A G384E G1099E P1100F W546* R89K S190F P702S A432A G384E G1099E P1100F W546* R89K,1
S395L L1616L R1918C L1037L L1513L P302L P1829L S395L L1616L R1918C L1037L L1513L P302L P1829L,1
M156I D142N L12L M156I D142N L12L,1
P345S P345S,1
L305F L305F,1
E71K E71K,1
F174F G408E F750L F174F G408E F750L,1
F69L F69L,1
S319S E157K S319S E157K,1
S365S S365S,1
G2678E F2347F G2398E R1434Q E69K G2678E F2347F G2398E R1434Q E69K,1
R978Q I487I T940T R978Q I487I T940T,1
*220* D160N *220* D160N,1
P186S P186S,1
F425F F425F,1
L421L P412L L421L P412L,1
I334I R8W I334I R8W,1
I316I G238D P211L I316I G238D P211L,1
E250K F11F E250K F11F,1
L18L L18L,1
A169V A169V,1
M96I D76N M96I D76N,1
V1783V T10T G694G G1198V G1018G G1560S G1021E E336K P861S G607S S548L V1783V T10T G694G G1198V G1021E G1018G G1560S E336K P861S G607S S548L,1
L102F L102F,1
R2084R T627I E1910K R2084R T627I E1910K,1
S865S P137S N97N L168F Q301Q L157L P438L S865S P137S N97N L168F Q301Q L157L P438L,1
E36K R163C A270V E36K R163C A270V,1
F476F F476F,1
E380E E380E,1
G20E G20E,1
R120K E131K R138R L122L S154F R120K E131K R138R L122L S154F,1
E104K D380N E104K D380N,1
R536C A153T T375T V863V P884S R536C A153T T375T V863V P884S,1
P21S P21S,1
R546C T706T R546C T706T,1
P115S P115S,1
S46F R608Q R389Q S46F R608Q R389Q,1
F264F I207I V741V F264F I207I V741V,1
E473K E473K,1
L493F L493F,1
A320A S515L A320A S515L,1
G732R G732R,1
S612S S178N V605V S321S E207K S612S S178N V605V S321S E207K,1
V32V V210I S270F V32V V210I S270F,1
P70L P70L,1
G191R R135Q G191R,1
G478E G478E,1
P44S P44S,1
E300E P19L D22N E513K E300E P19L D22N E513K,1
P89P S71N A140A P89P S71N A140A,1
A182A K67K S90L P1186P G997R E1311K G1021G A182A K67K S90L P1186P G997R E1311K G1021G,1
R163R R163R,1
L1128F P141S L1128F P141S,1
H593Y H593Y,1
G70S S29F I171I G70S S29F I171I,1
H42Y H42Y,1
S60S S60S,1
R141C A74T R141C A74T,1
R66* R66*,1
E374K R276C E374K R276C,1
S212S M170I S212S M170I,1
M126I R51K M126I R51K,1
P458F P458F,1
E89E E89E,1
M341L M341L,1
D191N D191N,1
M155I *235* S133F D140N *235*,1
E490E E490E,1
D360N W176* P430S D360N W176* P430S,1
A40A A40A,1
D67N D67N,1
E88K E88K,1
E489E E414E E440K E489E E414E E440K,1
E435K A100A E269K R371R E435K A100A E269K R371R,1
R31C R31C,1
S269F L189L S269F L189L,1
E598K F411F V561V T367T S89S E598K F411F V561V T367T S89S,1
S406S S406S,1
Q290* Q290*,1
G167S G167S,1
I98I I98I,1
Q234* Q234*,1
R297W R297W,1
D304N D282N S380N D304N D282N S380N,1
P340L P340L,1
S248L S248L,1
L170L P786L L170L P786L,1
L174F L174F,1
G161R G161R,1
F69F F69F,1
V60V R114R V60V R114R,1
Q303* Q303*,1
L31L I119I A489A D184N R44R R69R L31L I119I A489A D184N R44R R69R,1
I781I R444C I781I R444C,1
L36L L36L,1
P365S P365S,1
L122L L122L,1
R45K E23K R45K E23K,1
F327F G241E Q310Q F117F D196N R181C F327F G241E Q310Q F117F D196N R181C,1
P58S P58S,1
R161C A229A R161C A229A,1
E108K E108K,1
R403C R695C R403C R695C,1
L102L I209I L102L I209I,1
Q355* Q355*,1
S304L E282E E243E L375L S304L E282E E243E L375L,1
A180V R302Q A180V R302Q,1
T14T P309S T14T P309S,1
V627I V627I,1
E191K E568K E191K E568K,1
A52V A52V,1
S289L S289L,1
R249K G472R E406E F430F R249K G472R E406E F430F,1
D639D D639D,1
Q292Q E227K W347* Q292Q E227K W347*,1
S139S S139S,1
A136A A136A,1
I60I I60I,1
P14P P14P,1
G23G G342R L404F L404L G23G G342R L404F L404L,1
S400L S400L,1
Q58Q R310Q Q58Q R310Q,1
A84V A84V,1
S13S S13S,1
H143Y R541C L732L M756I H143Y R541C L732L M756I,1
S690F E982E S545S L607L E201E G323S R363Q E848K S858S R723Q S690F E982E S545S L607L E201E G323S R363Q E848K S858S R723Q,1
S552S I410I S552S I410I,1
T33T T33T,1
D1455N R63C D670N G194E E54K P493S E756K T75T E185K S1181S G1359R R43C P1541L D1338N E1224K E780K G88E S1406S D1455N R63C D670N G194E E54K P493S E756K T75T E185K S1181S G1359R R43C P1541L D1338N E1224K E780K G88E S1406S,1
I232I P219L I232I P219L,1
K56K K56K,1
L191L L191L,1
R487C F560S R487C F560S,1
A1090A A1090A,1
P825S E1422K P825S E1422K,1
R2335C L1970L P337S L264F R2335C L1970L P337S L264F,1
L312F P52F L312F P52F,1
L362L D303N E228K G445G L362L D303N E228K G445G,1
A226V S137S A226V S137S,1
P257L P257L,1
R275C R380R R564C R275C R380R R564C,1
P118S R704* P118S R704*,1
D695N L555L D695N L555L,1
L474P L474P,1
Y425F Y425F,1
Q852H Q852H,1
I237I A299A I237I A299A,1
L365F L243F L365F L243F,1
R146C R146C,1
R622R F305F R622R F305F,1
P565S L131L P565S L131L,1
R488C R488C,1
S1803L S1803L,1
P118S P118S,1
P326P L422L R453C F104F R406Q P326P L422L R453C F104F R406Q,1
P522L D284D P522L D284D,1
R132R R132R,1
I140I I140I,1
F313F V66V F313F V66V,1
A389A L446L Q86Q P682S I433I K136K F614F A389A L446L Q86Q P682S I433I K136K F614F,1
P240L E1224K K1447K L541L Q295* L1051L S1389F H106Y P240L E1224K K1447K L541L Q295* L1051L S1389F H106Y,1
G5R G5R,1
P103L P103L,1
S517L S48L S517L S48L,1
E248E E248E,1
M401I P466L M401I P466L,1
P312L P312L,1
L154F L510L I315I E251K L154F L510L I315I E251K,1
P517L L392L P517L L392L,1
P679S P395S T723I P679S P395S T723I,1
R212C R212C,1
S64S S64S,1
R245C R245C,1
R158C F264F E270K S271L R158C F264F E270K S271L,1
E421K S21F P342L E421K S21F P342L,1
L208L S291L L208L S291L,1
S442L P793L S442L P793L,1
A147A A147A,1
S959L Q375* S753F A640A E919K S959L Q375* S753F A640A E919K,1
A998A A998A,1
F414F E803E M297I S426L P530L M805I F414F E803E M297I S426L P530L M805I,1
F868F V81V F868F V81V,1
H68Y R141K F643F E460K H68Y R141K F643F E460K,1
G292R G292R,1
F73F P359L F73F P359L,1
I543I F536F I543I F536F,1
E1309E K1142K E1309E K1142K,1
D749N D135N D749N D135N,1
P57S Q95Q G495R P57S Q95Q G495R,1
E1042K G649E G590S L1064F G157G L321L T257T 1105_1106PL>PL E1042K G649E G590S L1064F G157G L321L T257T 1105_1106PL>PL,1
G287E F1108F E266K G571E R681Q S1145F F1108F G287E E266K G571E R681Q S1145F,1
G620R G585E L858L E555K G620R G585E L858L E555K,1
K611K T115I E592K R108W G709E L664L S678F K611K T115I E592K R108W G709E L664L S678F,1
W1104* K678N A618A E393K R129W W1104* K678N A618A E393K R129W,1
P781L T683S P781L T683S,1
T989T S903F F502F R969Q G430E G79E T989T S903F F502F R969Q G430E G79E,1
F175F F175F,1
R181Q G182G R181Q G182G,1
A108V V49V A108V V49V,1
A315A L110L A315A L110L,1
P1631S P1631S,1
P310P P310P,1
R356R G345E S124S Q286Q R356R G345E S124S Q286Q,1
L70S L70S,1
D382D E116K V79V E172K A429T R91Q D382D E116K V79V E172K A429T R91Q,1
E225K E33K E87K G47G E225K E33K E87K G47G,1
K178K K178K A546A,1
E135K P696L E135K P696L,1
S284F A1244V G211E V389M G1024E W1080* S284F A1244V G211E V389M G1024E W1080*,1
F140F F140F,1
G145E G145E,1
V375V D724Y P29S P300S Q1068* V375V D724Y P29S P300S Q1068*,1
P348L P348L,1
F529F T283T G272E P214S G301E F570F R857C D133N F529F T283T G272E P214S G301E F570F R857C D133N,1
E343K E343K,1
E266G M556I G580S E266G M556I G580S,1
S1494L S2509F M1492I P438S S1329F L234L E2019K I1313I P2506S G975G S1494L S2509F M1492I P438S S1329F L234L E2019K I1313I P2506S G975G,1
T316P R494Q R4Q G193E T316P R494Q R4Q G193E,1
G5E G5E,1
F430F F430F,1
E217K D94D E217K D94D,1
G226K G226K,1
S201S S201S,1
E521K A486A E521K,1
P312P P312P,1
P102S P102S,1
G369E G369E,1
F490F F490F,1
L235L S493L E287K L235L S493L E287K,1
R559* R559*,1
A204V A204V,1
S268L T223I S268L T223I,1
S112N S255F K85K S76S S181L M82I P239S R84R S112N S255F K85K S76S S181L M82I P239S R84R,1
S448R S448R,1
A183A A183A,1
P462L T153T P462L T153T,1
F157F P87S F157F P87S,1
P77L P77L,1
R148C R148C L26L,1
V340V V340V,1
L123F L123F,1
G327E G327E,1
S446F E564K P24L N5N E17K S446F E564K P24L N5N E17K,1
G359R A503V V525V D68N F574F G115E T559T R172Q G359R A503V V525V D68N F574F G115E T559T R172Q,1
R230R R230R,1
Q464* L256L P386P T609I P70S Q464* L256L P386P T609I P70S,1
E65K E65K,1
F577F F577F,1
R2135Q V1169V R2135Q V1169V,1
D21N D21N,1
T158T T158T,1
R227C R227C,1
T566T T566T,1
P126L A891T P126L A891T,1
S510L S510L,1
P618S P618S,1
S1073S G2140S L311L T149I S1067L R1555R G478E E690K R1030Q S1073S G2140S L311L T149I S1067L R1555R G478E E690K R1030Q,1
V181V E231K V181V E231K,1
H125Y H125Y,1
F1054F G613E E658K F78F R431K F1054F G613E E658K F78F R431K,1
E77K E77K,1
V243D V243D,1
P184L P184L,1
L14L L14L,1
H979Y G1584R E919K E1939K R2330R N2458N G2520R S1394N R2286R E1265K H979Y G1584R E919K E1939K R2330R N2458N G2520R S1394N R2286R E1265K,1
E694K H562Y S2148F G1987S R332C R1850C F640F F1435F E1477K E2130K S2711F P2379L R1982K E694K H562Y S2148F G1987S R332C R1850C F640F F1435F E1477K E2130K S2711F P2379L R1982K,1
T220T R295R T220T R295R,1
F516F H1093Y P1179P P1213S F516F H1093Y P1179P P1213S,1
E102K E102K,1
L181F R44K L181F R44K,1
S20S G175G S20S G175G,1
G637E S757F G637E S757F,1
A738V P597L A738V P597L,1
P188L P188L,1
V59V V59V,1
G100E G100E,1
F255F F255F,1
F464F T381T F464F T381T,1
P515H P515H,1
G63R G63R,1
F176F P132S P449S F176F P132S P449S,1
L380F L380F,1
G248G G248G,1
S157S R389Q S894S L749L H674Y S157S R389Q S894S L749L H674Y,1
R190* R190*,1
V233V F47F V233V F47F,1
A571V A230A S599L R224Q K374K D887N D901N R280G L443L I26I A571V A230A S599L R224Q K374K D887N D901N R280G L443L I26I,1
P1409S A1935V C88C L141L E422K R217W V1233V T246T G315R P1409S A1935V C88C L141L E422K R217W V1233V T246T G315R,1
E30D E30D,1
E73K S63S E73K S63S,1
D149D D149D,1
L223F Q53P P126P L252F A164T L223F Q53P P126P L252F A164T,1
D161N E295K E220K K44K D161N E295K E220K K44K,1
R321K R87Q R321K R87Q,1
G10S T264T S133L G10S T264T S133L,1
Q43* F401S M166I Q43* F401S M166I,1
R204R M105I R113R R204R M105I R113R,1
D110E D110E,1
R330R S243F A102T P421P R330R S243F A102T P421P,1
Q21Q Q21Q,1
P429S F344F P429S F344F,1
P68L P68L,1
P176S P176S,1
